0.783446,20.645358
0.963054,28.956006
0.732815,18.740233
1.915295,136.148359
0.640975,15.711439
0.832184,22.651185
1.439878,66.495493
0.982400,30.010941
0.028453,5.233497
0.481285,11.582378
0.308080,8.410219
0.469282,11.322967
0.124209,6.119391
1.079696,35.843515
1.396709,61.962717
1.934362,139.809794
0.184517,6.773315
1.711077,101.413943
0.109865,5.975641
0.036819,5.304493
0.162217,6.521740
0.644610,15.821483
0.466011,11.253382
0.348615,9.050504
0.339437,8.900550
0.736933,18.888646
0.461025,11.148253
0.355336,9.162220
1.250901,48.473534
0.878464,24.721826
0.210766,7.085294
1.089920,36.509885
1.457434,68.413786
0.275335,7.932690
1.800771,115.692196
0.157373,6.468655
1.882187,129.967370
1.015843,31.914686
1.945026,141.890727
1.433734,65.834509
1.032964,32.929538
0.905340,26.002309
1.169968,42.102248
0.172428,6.635447
0.997495,30.857532
1.125921,38.941323
0.013464,5.109000
0.039574,5.328115
0.138576,6.267720
1.945610,142.005393
1.555205,79.925796
0.301332,8.308998
0.590966,14.273870
0.218145,7.176227
1.539739,78.008450
0.836751,22.848186
1.276076,50.611716
0.944450,27.972715
0.316715,8.541924
1.299280,52.650867
0.795792,21.137106
1.650070,92.520430
0.811253,21.768413
1.126924,39.010979
0.489153,11.755976
1.966931,146.240038
1.239078,47.495565
0.678546,16.887110
1.386102,60.888150
0.754925,19.550554
1.723188,103.256740
0.947609,28.137527
0.099540,5.874746
1.317902,54.335885
0.711927,18.004585
0.859942,23.873087
0.327331,8.707280
0.413587,10.201314
0.434554,10.608149
1.165198,41.749791
0.121014,6.086999
1.821673,119.234563
1.095756,36.894949
0.337146,8.863580
0.085732,5.743083
0.923257,26.888972
0.505391,12.123332
1.436664,66.149036
0.277361,7.961262
1.767317,110.194254
1.303957,53.069996
1.941033,141.108814
1.477232,70.630261
0.364973,9.325259
1.918565,136.770987
1.223819,46.257697
0.076336,5.655552
0.180115,6.722709
0.990136,30.442237
0.154478,6.437180
0.528229,12.661227
0.071004,5.606594
1.127622,39.059551
0.437782,10.672403
1.380857,60.362489
1.358647,58.177047
0.032907,5.271160
1.921467,137.325356
1.171979,42.251534
1.254536,48.777566
1.983209,149.537986
0.414068,10.210441
1.940820,141.067195
1.384000,60.677105
1.496542,72.847124
0.367717,9.372308
1.840417,122.482259
1.957829,144.420342
0.106475,5.942281
0.630213,15.390077
0.793518,21.045701
0.401179,9.968963
0.755003,19.553463
1.795449,114.803531
0.666814,16.510847
0.149658,6.385216
1.877811,129.166986
0.623904,15.204796
1.310629,53.672576
1.820801,119.085065
0.836279,22.827747
1.221998,46.111762
0.334092,8.814587
0.999075,30.947302
1.462070,68.927707
1.026796,32.560746
0.113237,6.009048
1.220931,46.026421
0.405770,10.054218
0.677571,16.855513
1.111926,37.980193
0.888334,25.185251
1.458544,68.536533
1.900952,133.443280
1.089094,36.455674
0.730539,18.658671
1.012131,31.698253
0.567203,13.638990
1.864549,126.764592
1.199718,44.357385
0.368918,9.392976
0.524043,12.560755
0.434371,10.604525
0.243972,7.506216
1.161654,41.489547
0.173768,6.650559
0.357581,9.199888
1.719299,102.662063
0.484952,11.662927
1.029344,32.712670
1.712367,101.608963
1.942847,141.463499
0.487171,11.711989
0.779247,20.480602
1.596744,85.261309
0.639716,15.673480
0.097534,5.855391
0.683656,17.053631
1.499818,73.228722
1.434946,65.964448
1.596540,85.234482
0.527916,12.653691
1.703835,100.324371
0.793306,21.037189
0.123217,6.109308
1.924452,137.897380
0.088552,5.769674
1.172860,42.317114
1.845747,123.418368
1.697956,99.446809
0.070211,5.599362
1.190246,43.628572
0.671716,16.667039
0.835562,22.796753
0.319084,8.578497
1.830947,120.832993
0.849059,23.386975
1.365055,58.800845
1.872303,128.164928
0.317750,8.557882
0.218711,7.183268
0.254701,7.648838
1.699593,99.690496
1.086238,36.268693
1.262456,49.445465
1.075203,35.554011
0.559033,13.427595
0.689133,17.233914
1.443584,66.896783
0.480337,11.561652
1.939042,140.720205
0.686551,17.148681
0.145813,6.344144
0.157403,6.468975
1.531172,76.962369
0.617816,15.028151
1.080998,35.927772
1.040909,33.409990
0.029102,5.238971
0.068864,5.587092
0.065377,5.555485
1.345365,56.901263
0.989606,30.412496
0.908132,26.138705
0.112374,6.000476
1.707873,100.930717
1.117717,38.375445
1.719774,102.734539
0.072537,5.620615
1.457642,68.436798
1.258400,49.102496
0.564087,13.557949
0.526269,12.614075
1.986383,150.187738
1.084095,36.128933
0.456027,11.043953
0.528267,12.662139
0.809048,21.677295
0.846751,23.285031
1.223996,46.271880
0.378807,9.565307
0.455269,11.028231
1.693952,98.852494
0.605090,14.665664
0.958815,28.729289
1.584251,83.627809
1.918127,136.687485
0.460688,11.141190
0.712761,18.033400
0.917772,26.614657
1.707835,100.925083
0.347741,9.036088
0.428454,10.487917
1.554372,79.821566
0.081153,5.700220
0.618855,15.058141
1.468032,69.593146
0.400968,9.965065
0.048176,5.402673
1.166490,41.844964
